age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,pdays_contacted,y
51,entrepreneur,married,basic.6y,unknown,yes,no,cellular,jul,fri,15,-1,0,nonexistent,93.918,-42.7,4.962,0,0
36,management,married,university.degree,no,no,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.856,0,0
31,services,single,high.school,no,no,no,cellular,apr,fri,1,-1,0,nonexistent,93.075,-47.1,1.405,0,0
50,services,divorced,high.school,no,yes,no,cellular,may,thu,15,-1,0,nonexistent,92.893,-46.2,1.266,0,0
40,services,divorced,high.school,no,yes,no,cellular,jul,tue,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
53,admin.,married,university.degree,no,yes,no,telephone,may,mon,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
27,admin.,single,university.degree,no,yes,no,cellular,may,mon,2,-1,1,failure,92.893,-46.2,1.299,0,0
45,admin.,divorced,basic.9y,unknown,no,no,cellular,may,thu,3,-1,0,nonexistent,92.893,-46.2,1.327,0,0
42,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,2,-1,0,nonexistent,94.465,-41.8,4.959,0,0
21,student,single,university.degree,no,yes,no,cellular,nov,fri,3,3,1,success,92.649,-30.1,0.714,1,0
44,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,11,-1,0,nonexistent,93.444,-36.1,4.964,0,0
30,admin.,married,high.school,no,no,no,cellular,may,wed,1,-1,1,failure,92.893,-46.2,1.281,0,0
42,services,single,unknown,unknown,yes,no,telephone,jul,tue,7,-1,0,nonexistent,93.918,-42.7,4.961,0,0
21,student,single,high.school,no,yes,yes,cellular,jun,wed,2,-1,0,nonexistent,94.055,-39.8,0.767,0,1
57,management,divorced,university.degree,no,yes,no,telephone,jun,fri,1,-1,0,nonexistent,94.465,-41.8,4.967,0,0
48,services,divorced,basic.9y,no,unknown,unknown,cellular,may,thu,7,-1,0,nonexistent,92.893,-46.2,1.266,0,0
34,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1,3,2,success,92.649,-30.1,0.714,1,1
42,blue-collar,married,basic.4y,no,yes,no,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.866,0,0
40,blue-collar,married,basic.9y,no,no,yes,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
36,management,married,university.degree,no,yes,no,telephone,nov,tue,4,-1,0,nonexistent,93.2,-42.0,4.153,0,0
49,technician,married,professional.course,no,no,no,cellular,apr,thu,2,-1,0,nonexistent,93.075,-47.1,1.365,0,1
48,admin.,married,high.school,no,no,no,cellular,oct,thu,1,-1,0,nonexistent,92.431,-26.9,0.741,0,0
59,self-employed,married,university.degree,no,yes,no,cellular,may,tue,1,-1,1,failure,92.893,-46.2,1.266,0,0
29,blue-collar,single,high.school,no,yes,yes,cellular,may,wed,1,-1,0,nonexistent,92.893,-46.2,1.281,0,0
26,blue-collar,single,high.school,no,no,no,cellular,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.962,0,0
39,self-employed,married,university.degree,no,no,no,telephone,jun,mon,3,-1,0,nonexistent,94.465,-41.8,4.961,0,0
57,services,divorced,basic.4y,no,no,no,cellular,may,thu,6,-1,0,nonexistent,92.893,-46.2,1.266,0,0
41,technician,married,professional.course,no,no,yes,cellular,aug,wed,2,-1,0,nonexistent,93.444,-36.1,4.964,0,0
37,blue-collar,married,basic.6y,no,no,no,telephone,oct,fri,1,-1,0,nonexistent,92.431,-26.9,0.73,0,0
37,admin.,married,university.degree,no,yes,yes,cellular,may,tue,1,-1,1,failure,92.893,-46.2,1.291,0,0
34,entrepreneur,single,professional.course,no,yes,no,telephone,jun,mon,8,-1,0,nonexistent,94.465,-41.8,4.96,0,0
39,management,married,high.school,no,no,no,cellular,nov,tue,2,-1,1,failure,93.2,-42.0,4.153,0,0
33,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,1,-1,0,nonexistent,93.918,-42.7,4.962,0,1
52,retired,married,basic.4y,no,no,no,cellular,jul,mon,1,-1,0,nonexistent,93.918,-42.7,4.96,0,0
36,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,3,-1,0,nonexistent,94.465,-41.8,4.959,0,0
29,student,single,professional.course,no,yes,no,telephone,nov,thu,2,-1,0,nonexistent,92.649,-30.1,0.714,0,0
31,services,single,high.school,no,yes,no,cellular,nov,thu,2,-1,0,nonexistent,93.2,-42.0,4.076,0,0
50,entrepreneur,divorced,university.degree,no,yes,no,telephone,may,mon,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
47,admin.,divorced,high.school,no,yes,no,cellular,may,tue,1,-1,1,failure,92.893,-46.2,1.291,0,0
43,entrepreneur,married,university.degree,no,no,yes,telephone,may,wed,4,-1,0,nonexistent,93.994,-36.4,4.857,0,0
49,admin.,single,university.degree,no,yes,no,cellular,may,tue,1,-1,0,nonexistent,92.893,-46.2,1.266,0,0
27,admin.,single,university.degree,no,yes,no,telephone,may,wed,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
33,housemaid,divorced,professional.course,no,yes,no,cellular,aug,thu,1,-1,0,nonexistent,93.444,-36.1,4.963,0,0
53,retired,married,basic.9y,unknown,no,no,cellular,jul,fri,2,-1,0,nonexistent,93.918,-42.7,4.963,0,0
28,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.866,0,0
46,admin.,single,university.degree,no,no,no,telephone,jun,thu,6,-1,0,nonexistent,94.465,-41.8,4.866,0,0
38,housemaid,divorced,university.degree,no,yes,no,cellular,may,wed,3,-1,1,failure,92.893,-46.2,1.281,0,1
31,admin.,divorced,university.degree,no,no,no,telephone,may,mon,5,-1,0,nonexistent,93.994,-36.4,4.858,0,0
40,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,1,-1,0,nonexistent,93.075,-47.1,1.405,0,0
33,admin.,married,high.school,no,yes,no,cellular,nov,tue,2,-1,0,nonexistent,93.2,-42.0,4.153,0,0
43,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.153,0,0
42,admin.,divorced,university.degree,no,yes,no,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
57,retired,married,high.school,unknown,no,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
43,blue-collar,married,basic.4y,no,yes,yes,cellular,may,tue,1,-1,1,failure,92.893,-46.2,1.291,0,0
37,blue-collar,single,professional.course,no,no,no,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
30,admin.,single,university.degree,no,yes,no,cellular,nov,mon,1,-1,0,nonexistent,93.2,-42.0,4.191,0,0
30,technician,single,professional.course,no,yes,no,cellular,may,mon,1,-1,0,nonexistent,92.893,-46.2,1.244,0,0
35,management,married,university.degree,no,yes,no,cellular,nov,wed,1,-1,0,nonexistent,93.2,-42.0,4.12,0,0
30,services,married,high.school,no,yes,no,telephone,may,fri,3,-1,0,nonexistent,93.994,-36.4,4.864,0,0
33,admin.,divorced,high.school,unknown,no,no,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
34,technician,single,professional.course,no,yes,no,cellular,aug,mon,1,-1,0,nonexistent,93.444,-36.1,4.965,0,0
41,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,2,-1,0,nonexistent,92.893,-46.2,1.291,0,0
48,unemployed,married,professional.course,no,yes,no,cellular,may,wed,1,6,2,success,93.876,-40.0,0.682,1,1
42,management,divorced,unknown,no,yes,no,cellular,oct,thu,1,-1,0,nonexistent,92.431,-26.9,0.741,0,0
36,technician,married,university.degree,no,yes,no,cellular,jul,mon,1,-1,0,nonexistent,93.918,-42.7,4.96,0,0
39,technician,single,university.degree,no,yes,no,cellular,aug,thu,1,-1,0,nonexistent,93.444,-36.1,4.968,0,0
29,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.962,0,0
41,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,3,-1,1,failure,92.893,-46.2,1.327,0,0
28,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
19,student,single,high.school,unknown,yes,no,cellular,may,tue,4,-1,0,nonexistent,92.893,-46.2,1.344,0,0
54,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.961,0,0
33,services,married,high.school,unknown,yes,no,telephone,jun,tue,3,-1,0,nonexistent,94.465,-41.8,4.961,0,1
43,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.327,0,0
39,admin.,single,university.degree,unknown,no,no,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.864,0,0
56,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,7,-1,0,nonexistent,93.444,-36.1,4.963,0,0
33,services,divorced,high.school,no,no,no,telephone,may,wed,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
59,retired,married,high.school,unknown,yes,no,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.866,0,0
54,self-employed,married,university.degree,no,no,yes,cellular,may,tue,1,-1,0,nonexistent,92.893,-46.2,1.344,0,0
46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
23,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,1,-1,1,failure,92.893,-46.2,1.266,0,0
41,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,1,-1,0,nonexistent,93.994,-36.4,4.86,0,0
39,admin.,married,university.degree,unknown,yes,no,cellular,jul,thu,9,-1,0,nonexistent,93.918,-42.7,4.968,0,0
49,technician,married,university.degree,no,yes,no,telephone,may,thu,2,-1,0,nonexistent,93.994,-36.4,4.86,0,0
32,admin.,married,high.school,no,no,no,cellular,jul,tue,14,-1,0,nonexistent,93.918,-42.7,4.961,0,0
18,student,single,unknown,no,yes,no,telephone,may,tue,1,3,1,success,93.876,-40.0,0.668,1,1
50,management,married,basic.6y,no,no,no,cellular,apr,fri,4,-1,0,nonexistent,93.075,-47.1,1.405,0,0
39,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,3,-1,0,nonexistent,93.994,-36.4,4.864,0,0
28,technician,single,university.degree,no,no,no,cellular,jul,wed,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
32,blue-collar,married,basic.6y,no,yes,yes,telephone,jun,wed,1,-1,0,nonexistent,94.465,-41.8,4.962,0,0
29,technician,married,professional.course,no,no,no,cellular,jul,wed,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
57,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,fri,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
49,services,married,high.school,no,yes,no,cellular,aug,tue,1,-1,0,nonexistent,93.444,-36.1,4.968,0,0
51,services,married,high.school,unknown,no,yes,telephone,jun,wed,1,-1,0,nonexistent,94.465,-41.8,4.962,0,0
34,admin.,single,high.school,no,no,yes,telephone,jun,wed,1,-1,0,nonexistent,94.465,-41.8,4.962,0,0
42,blue-collar,married,basic.6y,no,yes,yes,cellular,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.153,0,0
29,admin.,divorced,high.school,no,yes,no,cellular,nov,tue,2,-1,0,nonexistent,93.2,-42.0,4.153,0,0
36,admin.,married,high.school,unknown,yes,no,cellular,may,mon,2,-1,1,failure,92.893,-46.2,1.244,0,0
50,entrepreneur,married,basic.9y,no,no,no,telephone,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.153,0,0
37,services,married,high.school,no,no,no,cellular,apr,fri,2,1,1,success,93.075,-47.1,1.405,1,0
36,admin.,single,professional.course,no,no,no,cellular,apr,fri,1,-1,1,failure,93.075,-47.1,1.405,0,0
31,self-employed,married,basic.9y,no,no,no,telephone,may,thu,4,-1,0,nonexistent,93.994,-36.4,4.86,0,0
48,technician,married,high.school,unknown,no,yes,cellular,aug,tue,1,-1,0,nonexistent,93.444,-36.1,4.963,0,0
32,admin.,single,university.degree,no,yes,yes,telephone,jun,wed,1,-1,0,nonexistent,94.465,-41.8,4.864,0,0
42,technician,single,university.degree,no,yes,no,cellular,may,mon,4,-1,0,nonexistent,92.893,-46.2,1.244,0,0
48,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,2,-1,0,nonexistent,93.075,-47.1,1.365,0,1
49,management,married,high.school,no,yes,no,telephone,jun,mon,18,-1,0,nonexistent,94.465,-41.8,4.96,0,0
51,blue-collar,married,high.school,no,no,no,cellular,nov,fri,4,-1,0,nonexistent,93.2,-42.0,4.021,0,0
24,admin.,single,high.school,no,yes,yes,telephone,jul,tue,1,-1,0,nonexistent,93.918,-42.7,4.961,0,0
46,technician,married,professional.course,no,no,no,telephone,may,mon,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
36,admin.,married,high.school,no,yes,no,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.866,0,0
46,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,1,-1,0,nonexistent,93.444,-36.1,4.967,0,0
46,admin.,married,basic.9y,unknown,yes,no,telephone,jun,wed,14,-1,0,nonexistent,94.465,-41.8,4.962,0,0
45,technician,married,professional.course,unknown,no,no,cellular,aug,fri,4,-1,0,nonexistent,93.444,-36.1,4.964,0,0
74,retired,married,unknown,no,yes,yes,cellular,oct,wed,1,-1,0,nonexistent,92.431,-26.9,0.742,0,1
52,services,married,high.school,unknown,yes,no,cellular,jul,thu,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
55,admin.,married,high.school,no,no,no,cellular,dec,fri,2,-1,0,nonexistent,92.713,-33.0,0.718,0,0
42,entrepreneur,married,professional.course,no,yes,no,cellular,jul,thu,7,-1,0,nonexistent,93.918,-42.7,4.968,0,0
31,technician,single,high.school,no,yes,no,cellular,aug,wed,2,-1,0,nonexistent,93.444,-36.1,4.967,0,0
30,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,1,-1,0,nonexistent,93.2,-42.0,4.076,0,0
39,admin.,single,high.school,no,no,no,telephone,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.966,0,0
40,blue-collar,married,basic.9y,no,no,yes,telephone,jul,tue,2,-1,0,nonexistent,93.918,-42.7,4.955,0,1
53,services,married,high.school,unknown,yes,no,cellular,aug,thu,1,-1,0,nonexistent,93.444,-36.1,4.964,0,0
43,technician,married,high.school,no,no,no,cellular,jul,wed,4,-1,0,nonexistent,93.918,-42.7,4.957,0,0
37,admin.,divorced,high.school,unknown,no,no,telephone,may,fri,8,-1,0,nonexistent,93.994,-36.4,4.864,0,0
30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,3,-1,0,nonexistent,93.444,-36.1,4.963,0,0
36,admin.,married,university.degree,no,yes,yes,telephone,may,wed,5,-1,0,nonexistent,93.994,-36.4,4.858,0,0
38,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,3,-1,0,nonexistent,92.893,-46.2,1.281,0,0
47,blue-collar,married,unknown,unknown,yes,no,telephone,jun,mon,4,-1,0,nonexistent,94.465,-41.8,4.865,0,0
27,admin.,single,high.school,unknown,yes,no,cellular,jul,thu,3,-1,0,nonexistent,93.918,-42.7,4.958,0,0
36,unknown,single,basic.6y,unknown,no,no,telephone,jun,wed,3,-1,0,nonexistent,94.465,-41.8,4.959,0,1
58,services,married,high.school,no,yes,no,cellular,mar,mon,5,-1,1,failure,93.369,-34.8,0.635,0,0
51,entrepreneur,married,professional.course,unknown,no,no,cellular,may,mon,1,-1,0,nonexistent,92.893,-46.2,1.299,0,0
49,technician,married,university.degree,no,yes,no,cellular,may,thu,1,-1,0,nonexistent,93.876,-40.0,0.699,0,1
34,self-employed,single,university.degree,no,no,no,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
45,technician,married,university.degree,unknown,no,yes,telephone,jun,tue,4,-1,0,nonexistent,94.465,-41.8,4.864,0,1
38,entrepreneur,married,university.degree,unknown,no,no,cellular,jul,mon,1,-1,0,nonexistent,93.918,-42.7,4.96,0,0
78,retired,married,professional.course,no,no,no,cellular,nov,fri,2,-1,1,failure,92.649,-30.1,0.718,0,1
25,admin.,single,university.degree,no,yes,yes,telephone,oct,thu,1,-1,0,nonexistent,92.431,-26.9,0.74,0,0
35,technician,single,basic.6y,no,unknown,unknown,telephone,may,thu,2,-1,0,nonexistent,93.994,-36.4,4.86,0,0
48,services,divorced,basic.6y,unknown,yes,no,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.961,0,0
38,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,1,-1,0,nonexistent,93.2,-42.0,4.076,0,0
48,services,divorced,basic.6y,unknown,yes,no,telephone,jun,tue,8,-1,0,nonexistent,94.465,-41.8,4.961,0,0
48,blue-collar,married,basic.6y,unknown,yes,yes,cellular,jul,mon,1,-1,0,nonexistent,93.918,-42.7,4.96,0,0
33,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,1,5,1,success,93.075,-47.1,1.41,1,0
46,admin.,married,basic.9y,unknown,no,no,telephone,may,fri,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
65,retired,married,basic.4y,no,yes,no,telephone,oct,thu,4,-1,0,nonexistent,94.601,-49.5,0.965,0,0
33,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.864,0,0
40,self-employed,married,high.school,unknown,yes,no,telephone,jun,tue,5,-1,0,nonexistent,94.465,-41.8,4.864,0,0
58,unemployed,married,professional.course,unknown,yes,no,cellular,aug,thu,2,-1,0,nonexistent,93.444,-36.1,4.968,0,0
59,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,tue,1,-1,0,nonexistent,93.918,-42.7,4.961,0,0
28,admin.,married,university.degree,no,yes,no,cellular,may,mon,1,-1,0,nonexistent,92.893,-46.2,1.354,0,1
30,technician,married,professional.course,unknown,yes,no,cellular,nov,wed,1,-1,0,nonexistent,93.2,-42.0,4.12,0,0
48,technician,divorced,university.degree,no,yes,yes,cellular,aug,wed,7,-1,0,nonexistent,93.444,-36.1,4.964,0,0
45,blue-collar,single,high.school,unknown,yes,no,cellular,may,mon,7,-1,0,nonexistent,92.893,-46.2,1.244,0,0
38,management,married,university.degree,no,yes,no,telephone,aug,thu,4,-1,0,nonexistent,93.444,-36.1,4.968,0,0
71,retired,married,basic.4y,no,yes,no,cellular,jul,thu,2,9,3,failure,94.215,-40.3,0.899,1,1
39,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.856,0,0
31,services,single,university.degree,no,yes,no,telephone,aug,wed,1,-1,0,nonexistent,92.201,-31.4,0.879,0,0
35,blue-collar,single,professional.course,no,no,yes,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
45,technician,divorced,professional.course,no,yes,yes,cellular,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.153,0,0
45,management,married,university.degree,no,yes,no,telephone,jun,tue,2,-1,0,nonexistent,94.465,-41.8,4.961,0,0
41,admin.,married,high.school,no,no,no,telephone,may,fri,2,-1,0,nonexistent,93.994,-36.4,4.859,0,0
44,housemaid,married,university.degree,no,no,no,cellular,jun,mon,1,-1,1,failure,92.963,-40.8,1.266,0,0
68,retired,single,university.degree,no,yes,no,telephone,sep,mon,3,-1,0,nonexistent,92.379,-29.8,0.739,0,0
26,admin.,single,university.degree,no,no,no,cellular,jul,tue,1,-1,0,nonexistent,93.918,-42.7,4.961,0,0
39,unemployed,married,university.degree,no,no,no,telephone,may,wed,1,-1,0,nonexistent,93.994,-36.4,4.858,0,0
42,self-employed,married,professional.course,unknown,no,no,cellular,may,fri,3,-1,0,nonexistent,92.893,-46.2,1.25,0,0
47,unemployed,married,high.school,no,no,no,cellular,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.153,0,0
54,blue-collar,married,unknown,unknown,no,no,telephone,may,fri,2,-1,0,nonexistent,93.994,-36.4,4.864,0,0
26,technician,divorced,unknown,unknown,no,no,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.958,0,0
38,technician,single,university.degree,no,yes,no,cellular,apr,fri,1,-1,1,failure,93.075,-47.1,1.405,0,0
33,services,married,professional.course,no,yes,no,cellular,may,tue,2,-1,0,nonexistent,92.893,-46.2,1.344,0,0
29,technician,single,professional.course,no,no,no,cellular,aug,thu,3,-1,0,nonexistent,93.444,-36.1,4.962,0,0
32,admin.,married,high.school,no,no,no,telephone,jun,wed,1,-1,0,nonexistent,94.465,-41.8,4.962,0,0
29,technician,single,unknown,no,no,no,cellular,apr,mon,2,-1,0,nonexistent,93.075,-47.1,1.405,0,0
32,management,single,university.degree,no,no,no,cellular,nov,wed,2,-1,0,nonexistent,93.2,-42.0,4.12,0,0
42,management,married,university.degree,no,yes,no,cellular,nov,mon,3,-1,1,failure,92.649,-30.1,0.714,0,0
33,services,married,high.school,no,no,no,telephone,may,mon,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
55,retired,married,high.school,no,yes,yes,cellular,jun,fri,2,-1,0,nonexistent,92.963,-40.8,1.268,0,1
24,unknown,single,university.degree,no,yes,yes,cellular,jun,tue,1,-1,0,nonexistent,92.963,-40.8,1.262,0,1
58,retired,married,university.degree,unknown,yes,yes,cellular,aug,wed,1,-1,0,nonexistent,93.444,-36.1,4.967,0,0
47,technician,married,professional.course,no,no,no,telephone,may,fri,3,-1,0,nonexistent,93.994,-36.4,4.864,0,0
50,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,2,-1,0,nonexistent,94.465,-41.8,4.864,0,0
31,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,-1,0,nonexistent,93.444,-36.1,4.966,0,1
52,housemaid,married,basic.4y,no,no,no,cellular,jul,fri,2,-1,0,nonexistent,93.918,-42.7,4.963,0,0
40,technician,single,university.degree,no,yes,yes,cellular,aug,fri,2,-1,0,nonexistent,93.444,-36.1,4.966,0,0
45,admin.,single,high.school,no,no,no,cellular,sep,fri,1,-1,0,nonexistent,92.379,-29.8,0.803,0,0
59,retired,married,professional.course,unknown,yes,no,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.859,0,0
26,admin.,married,high.school,no,no,no,telephone,jun,wed,2,-1,0,nonexistent,94.465,-41.8,4.864,0,0
34,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,1,-1,1,failure,93.2,-42.0,4.076,0,0
35,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,5,-1,0,nonexistent,93.444,-36.1,4.965,0,0
25,unemployed,single,professional.course,no,no,no,cellular,apr,wed,1,-1,0,nonexistent,93.075,-47.1,1.445,0,0
45,admin.,married,university.degree,no,no,no,cellular,jul,thu,1,-1,0,nonexistent,92.469,-33.6,1.072,0,0
44,admin.,divorced,high.school,no,no,no,telephone,jun,tue,4,-1,0,nonexistent,94.465,-41.8,4.961,0,0
60,retired,divorced,basic.4y,unknown,yes,no,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.955,0,0
56,technician,married,university.degree,no,no,no,cellular,aug,mon,1,-1,0,nonexistent,93.444,-36.1,4.965,0,0
36,blue-collar,married,professional.course,unknown,yes,yes,telephone,jun,tue,3,-1,0,nonexistent,94.465,-41.8,4.961,0,0
27,admin.,married,university.degree,no,yes,yes,telephone,jul,fri,2,-1,0,nonexistent,93.918,-42.7,4.959,0,0
40,technician,married,basic.9y,unknown,yes,no,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.866,0,0
39,self-employed,married,basic.9y,unknown,no,no,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
